content,neg
"Good, excellent rather. It makes the business profile to look so professional. Been having problems with setting billing issues but it works alright now. But cannot upload pictures directly from gallery onto the App",0.048
"The worst Facebook app I have ever used. It won't upload videos; also it does not list every picture of my photo gallery. However, if you manage to go through all challenges while uploading pictures or videos , it will only leave about 1 cm room on your screen to scroll down to review your text... and I have a large screen on my phone. Absolutely garbage app. But of course the Boost function works perfectly...",0.048
"After the last update nothing works or loads. When I post it never shows me it has posted I have to manually check to make sure. My recent posts will not load on the home page, I am still seeing last months posts on the top. I have reached out to tech support but no reply or change.",0.048
"Same as all the other reviews on this update. No notifications, messages appear 3 days late. Trying to manage a pumpkin patch, in October, and this is completely sidelining our communication with customers via Facebook and Instagram, immediately following an ad campaign on those platforms. Just peachy.",0.048
Lags big time when sending notifications. a lot of times I have to manually open the app and make sure that I didn't miss any recent messages. Many times it will all of a sudden send me all of my notifications at once and my phone goes off like 20 times in a row.,0.047
"It use to work great, then it wouldn't give me option to load pictures or respond to my messages. I had to uninstall the app and re-install the app and it works. So any having problems with it after the update, try re-installing it. Hopefully it works for you. Best of luck!",0.047
"This app started out great. The only problem was with not getting notifications for scheduled appointments. It wasn't a big deal as I opted to get text alerts for scheduled appointments. Lately it has gotten worse. I am not able to schedule in the app--appointments or 'personal events'--or change my business hours. Fortunately, I can still do that via webpage, but it's not as convenient. This app started out so helpful for my business, but now I'm considering other options.",0.047
"I'd say it is the worst app for business. Watching the insights and statistics is great for, yes, but I can do the same on the pc when I need it. But the app needs to be responsive to customer comments and msgs quick. Instead it chooses where & when to notify and where not as well as notifying of the old messages I responded already. And now, as of November I can't see any customer reviews (only the beginning of it on notifications), nor the time & date of my posts! Wish I didn't have to use it.",0.047
actually the application is a good one but it sometimes freezes and does not load messages. Can you do fix the bugs on this application?,0.046
Over all this app makes it easier to keep up with any or all your pages at once. The only reason I didnt give it five stars is because it never let's me know when someone comments or shares a post till days after. This causes problems with keeping the post viable to more Facebook followers.,0.046
"I've used this to help me expand on my handmade products business. Marketing for my Etsy shop. I've reached a decent few customers wih the ads I was able to make with the app. I haven't had any issues with it, yet. All issues I've had have literally been just from using a messed up phone cutting off on me, but i was able to correct them quickly.",0.045
"I dont get notifications about interactions, the posts on my page are over a month out of date on this app, it doesn't update my page when I interact with commentors or make posts via the app. This thing is about useless other than it is the only way on mobile I can do certain edits and see insights....when it wants to work.",0.045
"While this is a helpful app, The notifications are annoying! I can't get rid of unread notifications although I've clicked them all. It's funny this happened ever since I opted out of the constant notifications about boosting my posts. 🤔 So it's either get multiple of those boost posts daily or keep ""unread"" notifications 🤦🏾‍♀️",0.045
"The application is not terrible, but there are a few items that need to be addressed. One thing is the notifications, for one they don't always come through, and the other is that even after you've read all the messages the app still shows that you have unread messages. This is very frustrating since being a business page you want to respond to messages quickly, you are constantly checking the app to make sure you don't have new messages. Guess I'm out of room, please fix above issues.",0.045
Almost works!! I scheduled a bunch of instagram posts that had captions when i scheduled them...but business suite posted without the captions. So i had to delete everything and repost it all which defeats the purpose of scheduling. This app could be super helpful if it actually worked.,0.045
"This app is both super helpful and frustrating. I wish it would have a calender set-up that can be drilled down on, for scheduling posts. That way I could see what days have enough, too many or not enough posts scheduled, without having to scroll forever. I do love being able to schedule posts and track stats!!",0.045
UPDATE: This issue has been fixed! A good app until recently. The new update took away the ability to like comments on posts and no longer get notifications. Have to refresh in order to show new comments and notifications. Please fix this issue.,0.044
"I like the way pages manager lets me know when someone is commenting or liking something on my pages. However, I think there might a gliche in the system since all but one of my pages is listed and all the messages for the missing page shows up on one of the others the app recognizes.  Otherwise, this review would be a 5 star rating.",0.044
"This is a very capable app, though it seems a bit buggy. On the plus side, I can post to both Facebook and Instagram simultaneously, which is great, and I can see our engagement and reply to comments. On the minus side, different parts of the app display posts differently, in unexpected ways, such as showing the picture without its caption or showing reactions but giving an error message in place of showing the post at all.",0.044
"Ehh, I more so use it because I have to. It doesn't do a good job of updating across platforms. If I answer a comment in the IG app, it's still in this one. It also needs more concise navigation to clearly access and address each account. I also rarely get notifications. Maybe the update will fix it.",0.044
"I am in the early stages of learning Pages and have not reached the intermitent stage. Therefore, I gave the Application 4 stars because so far i like how it keeps things structured for me. However, I seem to be spending alot of trying trying to figure it out. It doesn't seem user friendly. I am working through how much of my not understanding has to do with me or if it's the Application. I like easy access where I can quickly see how to navigate. Thank you.",0.044
"I like being able to manage my page from the app, but I feel there are many things I cannot do from it after the recent updates - I lost the ability to like a comment, I can only reply. I also can't respond as myself, only as the page. overall a good app, but it needs to expand its capabilities, not decrease them!",0.044
- Won't $how notifications by app icon or notifiy when - App will show notifications by the business name but after you click on it then nothing. There is a lot of advertising going on which is making it very difficult to keep wanting to continue to navigate through all the ads and actual customer feedback. I don't get a lot of feedback or engamgement so it is easy... Also making it obvious how many ads facebook is $ending. I'll $pend more money if you $pend less...,0.044
"Listen this is a great app, but every single time I ope. And try to use it it Continously glitches am lags. It keeps reloading starting me back at the top of my page. Ive tried Uninstalling the application and installing it back it did my work. So if you guys at FB could please fix this glitch that would be fantastic. Thanks",0.044
Just updated. It's not allowing me to add a photo to a specific album.... Please change it back. Update 6/17/21....just updated.. No changes have been made to get it back to its original format.....6/26/21..uprated app. Back in working order. Thanks to whom ever fixed it ⚒️❤️,0.044
"Not sure what's going on but I can use every other app on my ans my wife's phone except for this app I can't even even get my messages to load. Ot says ""check internet conection"" but the internet works for everything else??",0.044
"I have had to uninstall and reinstall this app multiple times hoping that the issues would be fixed by doing so, but years of this now, it's definitely just the app. I manage 2 businesses through this. I try to respond to comments and it's a crapshoot if my comment will actually go through or be lost. To save energy I usually go to FB main page via the net vs app, and leave my comments there. And I can't always see who is responding on my posts. There's more but my word limit is done.",0.043
"Each time you receive a massage, it never appears instantly at time it doesn't appears until you refresh it about multiple times. Also you'll have to create a delete button where by you can delete a send massage because we're not robots we all do mistake and can't cancel it you have to fix this issues",0.043
"This app was good for the most part. Sometimes it did not sync with my Google Calendar like it should have but I think they fixed that. Unfortunately I got a new phone and this app does not work with it. So if you can upgrade your system to work on LG 640 it would be great. ""Application does not have permission for this action (10)""",0.043
Suddenly I can't enter to my page so I need to uninstall and reinstall the app. After that I enter my page and I saw I can't boost my post. How is this happened? I didn't do anything. And my page account already did for ID. They don't give me any clue and shut my all pages.,0.043
"I have had to uninstall and reinstall this app multiple times hoping that the issues would be fixed by doing so, but years of this now, it's definitely just the app. I manage 2 businesses through this. I try to respond to comments and it's a crapshoot if my comment will actually go through or be lost. To save energy I usually go to FB main page via the net vs app, and leave my comments there. And I can't always see who is responding on my posts. There's more but my word limit is done.",0.043
"I normally think the app is great but lately when I select to see the Newest comments or All comments it switches back to Most Relevant after each comment, making it annoyingly difficult to interact with the members on my page. Also if I have a lot of comments (about 150) it repeatedly closes the app and restarts it. I would love for this to be fixed, so I can up my rating.",0.043
very helpful if you want to run or start a business. some things i don't like. the constant updating. another. things get posted multiple times or not at all. sometimes it freezes up. & yiy you can't get messages when people send them. otherwise its good & it great its a free if want start your own site. & you do have creative freedom.,0.043
I wish the messages were dated. All messages in a thread just run together no matter what day they were sent. Also wish you could take payments in the app. I like that Instagram and Facebook can be combined and you can do the same post at once.,0.043
"This is a handy tool for when I have to step AFK during the work day for a few hours. However, I receive notifications for my own comments on my page's ads, and it's maddening. The only notification settings I can find are whether I want any notifications at all, so it's just become a part of my workflow to work through a batch of user comments and then clear 19 notifications on my phone when I'm done.",0.043
Helps keep me appointments in order but i noticed recently the private note stopped saving. Also not all the contacts save and i cant click on the number and it call it from the app like it used to. 😒 was way better before the name change.,0.043
App will not let me schedule posts in advance no matter what time I choose. It says it can't be within 20 minutes or over 75 days from making it but I'm well within the guidelines.,0.043
It takes too long to show a message & notification.And the auto save reply suggestion in the inbox is really annoying.Like I sent a message and then it'll float right in front of the keyboard all the time saying save it as an auto reply.Sometimes I click on it mistakenly becuase it's always there and the situation gets weird because the message is totally different than what I'll say.If anyone wanna save anything they'll save it by their own.Also the main feed doesn't load.Add the review option.,0.042
It doesn't notify you of your messages most of the time and now it has gotten to where it won't show the new messages even when it dies tell you there is one. I have to go to my computer to be able to read them. I have lost some work due to these issues.,0.042
The only complaint is there needs to be an option on mobile to switch from page role to personal account so I could then share the content of the business page to my personal account without having to access a laptop or desk top. Other wise awesome.,0.041
"Can't see my notes for the appointment on the app, I have to go to the desktop version to see info I saved in notes. It's great that it transfers appointments to Google calendar but again, doesn't transfer any important info other than the person's name",0.04
this app is convenient to post to both Facebook and Instagram at the same time. but some things don't sync properly so you can click on notifications in three different places just to get them to clear. and try to build an inventory or catalog wow it's so difficult. even the template that I downloaded from there you have to have all these links to pictures and this and that on the template it takes less time to just type the information into Facebook.,0.04
There are glitches with receipt and responses of messages! There is no ability to turn off messages from individuals without blocking as spam. The events that I created were there one day and gone the next! I do NOT understand why there has to be another app to manage a page!!!!,0.04
Message is not showing properly! Take times to get new messages from 5/10 mins. Not accepted from facebooks platform. They are investing millions in this app but the output is like this!!,0.04
"No matter what I do with the setting it never sends me push notifications. The messenger is what I use most and it almost never updates. I have to use the fb app, go to the page's messages and refresh, only then will they appear in the Pages app. I wish messages could just go to the messenger app.",0.038
"When it works is great, but more times than not I can't schedule posts and that makes it hard to manage my page. I HAVE to be able to schedule posts so that they post at proper times while I'm at work.",0.038
I miss the old pages app. I don't like the way comments and conversations aren't separated. When I need to refer back to a conversation from a clients original message about an order I have to scroll and scroll through everyday comments and emojis. I thought this would be easier having Instagram and fb clients blended together but for me it's just more time searching and I can't find just my fb clients through the mass amounts of ♥️ and 👍.,0.038
I Love being able to post on both Instagram and Facebook at the same time which helps keep things super convenient. However I miss being able to edit my shop from my phone via the app!,0.038
"It seems like Facebook is gradually taking away functionality. Maybe because I'm not buying ads? I haven't been able to schedule posts in advance for at least a couple of months, and today, I can't create a poll. My page's whole schtick is polls. Give me back the stuff, Facebook.",0.038
"On my cell the text notifications are delayed. Text and pictures from clients do not always display or load for me to read from my cell. When scheduling appointments can not add a clients fb information unless they have like our fb page. Calendar, contacts and appointments not outlook compatible.",0.037
"i rarely get client's notifications. sometimes i open them and if they are long, i can't open the bottom half. i have had clients tell me that they often can't reach my page.",0.037
"Please fix it!!! The last 2 updates have made it almost impossible to interact on my page. I don't always get messages. I can't always update or upload pictures, nor can I edit a comment. I have learned that sometimes I need to go through Google chrome in order to interact on the page. The page was great before and easy to navigate. Now it is a bit difficult",0.036
I have thankfully deceived a response from the support team as soon as I had an issue! They worked with me to be able to promote my pages!! I didn't understand at first about promoting a page but they fixed the issue immediately & I enjoy promoting my Nascar photos!,0.036
"Update...Now can't upload any photos! Why all these issues? Notifications no longer load on your app...hard to keep track of everything when NOTHING comes up...and now it keeps an alert asking for permission to get Instagram messages to inbox on page, log in as requested and it goes right back to asking permission alert...doesn't do anything at all....",0.036
App is great except for the delayed messages. Even when you refresh the app or close it out and open it back up again. The messages are not synced. Otherwise we use this everyday for our business. Once bugs are fixed I would be more than willing to give 5 stars.,0.036
I like that it combines my business page with Instagram. I dislike that I get notifications for messages and then the messages take a long time to finally show up when I open the app. I'll get a notification that I have a message but then can't find that message in the app u til hours later.,0.036
greet app I use it all the time on the 3 facebooo pages I manage. One of the best. but the icon makes it kinda tricky at times to find and doesn't really have a theme to it or look cool.,0.035
There's a few issues such as when you go back to edit a conversation the cursor jumps around as well as when you get notifications you get notifications on a lot of junk and it's hard to filter out the messages.,0.035
"I can't click ""add picture"" on my main page & select the album that I want it to post to anymore. Most of my posts are products I've made & sell, this is extremely annoying. The workaround is to go several screens deep to my photo albums & add the photo directly to the album there. The previous process used to be much simpler (similar to when you post a status with a picture on Facebook and select what album you want to upload to). Notifications (ie: comments & msgs) are unreliable.",0.035
"Its a great app but when I'm on it, I can't see any of my posts and if I click ""see more"" it just shows the picture and no text. Nothing is time stamped either. This app use to be so much better than this. I know it's not my phone or app casue I go on our page from my wife's phone, and everything is normal. Also been getting alot of ""this content isn't available"" when I didn't even make a post.",0.034
I like the app. I'm not a fan of some of the recent changes of combining FB w/ Instagram as I already have a separate app for Instagram but overall the app works out well to stay connected with my customers. :),0.034
"Its a great app but when I'm on it, I can't see any of my posts and if I click ""see more"" it just shows the picture and no text. Nothing is time stamped either. This app use to be so much better than this. I know it's not my phone or app casue I go on our page from my wife's phone, and everything is normal. Also been getting alot of ""this content isn't available"" when I didn't even make a post.",0.034
"Very clunky & hard to understand. Advertising is way to expensive, i feel there should be sales on Advertising packages that come with coupons ect... also feel it should be more user friendly. Some days I can go right to something & other days I search & SeRch & still don't find it",0.034
Overall pretty sasified. I wish the page editing was a little bit easier but other than that pretty good. Facebook doesn't share my albums or contents of my posts with my whole audience so that is the biggest reason for my 4 star rating. I will be happy to change my review if that changes in the future.,0.034
"I did not like the change of only being able to add 10 photos to my posts as photos are my main focus of my work. I usually add around 20 to show asany details as possible. other than that, great way to get my work out to the world and I love the cross app abilities!",0.034
"I like the fact that you are able to view messages from both instagram and facebook accounts. There are a couple of bugs I would like to see fixed in the future... 1.) The app has trouble refreshing and keeping updated with real time comments and messages. 2.) After being refreshed, the app reverts read messages back to unread. The number of unread messages indicated is false. If you can't see your messages, you can't answer them in a timely fashion.",0.033
"Review 15/11/2021 It's Actually Performing Well To Me, But Still Didn't Used It Not Even 1hr But The Little time I spent gave me joy and hoping it will one day be fix as I saw many people complaining about it but you guys need to respond to those people's challenges. our world is now turning into technology world",0.033
"I have 3 issues with this apple ; 1. There's no option for Dark theme. (I mean, c'mon, everything looks cooler with a dark theme) 2. It's slow. It lags and takes long to load pages (I don't know if it's my phone but other apps on my phone run smoothly) 3. The saved replies are too slow to use. On instagram, when you type the short version of your saved reply, something pops up promoting you to click and get the full message before you then hit send. That's cool and faster. Make it like that.",0.032
"I'm gonna try this app 1 more time. I uninstalled it because it would not get my messages and notifications right away like it used to causing my response time notice to say, ""responds within a few hours"" when it used to say, ""responds immediately"". I would literally not get messages until after I had left my delivery area causing loss in business. I hope Facebook fixes this issue because it's a big one",0.032
"Horrible app, but has potential. I don't need to go into great detail. You can just read the other reviews. It NEVER gives me a notification for a new message immediately. When I finally get one (many hours or even the next day), it says ""You have a new message you may have missed."" Then I go to the messages and I have to refresh several times before it will pop up.",0.032
So I was very happy about the fact that everything is merge together into one app. I was even more excited that I was able to add product to my shop from my phone. But every time I try to upload a picture it doesn't work. I'm not sure if the picture size or quality is the issue because it don't say why. I have to try multiple times. Other than that everything is good.,0.032
"I have 3 issues with this apple ; 1. There's no option for Dark theme. (I mean, c'mon, everything looks cooler with a dark theme) 2. It's slow. It lags and takes long to load pages (I don't know if it's my phone but other apps on my phone run smoothly) 3. The saved replies are too slow to use. On instagram, when you type the short version of your saved reply, something pops up promoting you to click and get the full message before you then hit send. That's cool and faster. Make it like that.",0.032
"Lacks Functionality when adding products to the shop. I shouldn't have to go to a computer to add things. In adding products (on computer) there is no place to add inventory quantities and keep tabs of quantity sold and or in stock as well as quanties of bundled products. It has the basics though and it's a great tool for communication with customers as well as submitting payments though PayPal, etc.",0.03
"Always needs updating, especially when you have something to do. Mixes notifications from one box with another. Yet doesn't allow me to view just notifications for the other. But it's all they got, so hopefully this next update corrects all that.",0.03
Useful but bugs in scheduling. I've had several appointments spontaneously change the appointment times and had several confused clients. It will change the appointment time as much as 3 hours earlier. The time shows correctly on my end but not theirs and we're in the same time zone. I had to disable the book now button because it caused more issues than it helped. Created more work for me. I appreciate the feature and it's nice that facebook offers this service for free but it doesn't work.,0.03
"The overall app is good but it has some issues. First, when I post a story and cuatomera reply to the stories the picture That post in the store will not appear in the messages. Also, when I try to delete a comment the app starts loading without deleting anything. Thridly, many customers comment on the posts but I can't see none of those new comments. Even though I chose the Most recent newest or all comments the new ones won't appear. Please fix these issues Regards",0.029
"I wish my friends list on my personal page would be available to my page manager app. this way I could invite all by friends on my personal page individually to like my business page. Also constantly need to refresh! All this going on about friend request! my business page timeline is not even there,! cant even see my profile photo for my page. it is a big mess, really. please fix it back to way it was!",0.028
"Message notifications do not seem to come through after the most rect update. Structure and set out on the phone feels a little clunky in terms of responsiveness. Plus I can only reach about 8% of my page followers, and even when I pay for ads the reach is still less than 40% 😕",0.028
"5/4/20...I love this app very wasy to use for personal or business usage. You can communicate easily as well. Fast Forward 10/4/20 this new Facebook Business Suite i never should've updated everything is delayed, notifications won't show up, messages come in late id take the old Orange Pages for facebook back any day. I can't work this way please Fix it!!",0.028
"Why have promote that posts can now be scheduled for both Facebook and Instagram when the app still have the arbitrary condition that pixtues and videos can't be in the same post? This is even when the post is being made for Instagram only, as I know that's a restriction for Facebook posts. This needs to be fixed. I can make the mixed posts from the Instagram app, I should be able to make and schedule them from here.",0.027
It seems to be a lot is your 2 years and going to all the different other options that are not in one place and still basically learning how to use it and I still haven't started using it regularly that's the problem I have to get used to using regularly then I'm sure I will begin to reap all the benefits 5 you are new additions to this app. I will make you a commitment that I am going to attempt to work with it daily to get the full benefit of the software updates that you have made.,0.027
I cant make this up my recent posts tab hasnt updated since april 1st. 5 whole months it hasnt kept track of my posts. This app has removed so many important features from the original app and has so many bugs. For some reason messages do not stay up to date so you wont receive a message until a few days after it was sent. You cant view charts relating to your pages growth or engagment. You cant view where people have mentioned your page. Its just an all around mess.,0.027
"I find it very helpful for managing my both fb page and insta handle at a same time. Loved it. It contains lots of things that a admin need. But I saw a issue here. When I publish a link as a post, the link is shown on the post as a caption. Where I just want to publish the link's preview. I can do it from web but not from this app. Why? I need to write caption to hide the link to be shown as a caption. Why?",0.025
They need to fix the incoming messages issue. I lost a badge because it doesn't notify me on time of my incoming messages and it doesn't show me my messages once it notifies me I also need the ability to adjust when Im online and when I am not. I don't want to be given a set time. I.e I want to be seen online from 8am - 6pm after six they need to know I'm not available. also I'm able to adjust weather I do or don't priorities appointment on certain days of the week,0.025
"Facebook is limiting the amount of invites I am able to send out to people who have liked my posts. Pages likes are very crucial in the success of a page, and Facebook is limiting that success. Not a fan. It would be nice to be able to have just one button to send invites rather than having to go through all of the notifications for post likes.",0.025
"This is a great app! But I found a bug/ issue. Whenever I go to Settings > Automated Responses > Instant Reply, it shows a white screen and freezes the app. I have to force close it and reopen the app to get it to work again. Please fix this issue!",0.024
This is helpful for marketing on a business page or seeing stats on your posts. My big issue with it is that I get notifications on the normal fb app that don't even show up in pages manager such as a new like or a comment on a post. I consider FB a necessary inconvenience in regards to my business but having a better app would make it seem like less of a hassle.,0.024
"5D Serenity is named for the Serenity Prayer. You will get a full mind body spirit experience with each session, if that is what you are open to. The body scrubs are amazing, massage is custom to each person's needs, and the pregnancy ""one stop shop"" is so necessary for new moms and seasoned alike! They are located in beautiful downtown Sanford, FL where there is always an event happening, shopping, restaurants, parks, and spectacular views! Perfect for a whole day get away!",0.024
I have always enjoyed the app. It is a very user friendly and convenient app. However it is very hard to share things from other pages that I have liked and enjoyed that access from the app rather than having to jump back and forth from Facebook to the page manager...So hoping you are going to put back the news feed section...,0.024
"When I received a question or quilt request with ""Pages Manager"" I got a notification [from FB Manager], clicked on it, and I was sent straight to my customer's message. Now I get a notification, click on it, and it goes nowhere. I have to go into the app and hunt around for the message. Yesterday: I wasn't notified of a message from Thursday afternoon until late Friday morning. By then they could have moved on to someone else who makes t-shirt quilts because some people want immediate answers - especially when they've lost a loved one and want a memory quilt. They figure that if you can't answer their questions promptly then you won't make their quilt in a timely manner either. Fortunately, once I get to my pages everything is still the way it was (so far) which made navigation easy once I finally received the notification. On my Blessing Box page a speedy answer is important because some people message for help paying utility bills or needing food. [Especially in the winter] prompt notification is extremely important. I'm not a fan of the gap between receiving a message and being 'told' that I received a message.",0.024
"Thank you, soooo much, thank you. I was totally going out off business after three years of struggle. This app popped up on my phone, once I tried it ohh my goodness, before I could get only 3 - 4 customers a day. Many came to see me just for stories. Today, ohh Lord thank you. At least 35 - 45 customers come to my store and spend good $$. If this app hasn't been of any importance to you, please don't give up. You should consider your type of business, your personality as well. 🙏🙏🇨🇩💪💪",0.023
"Great app. Works for me as far as chatting with fans & such. only gripe I have is that you can't pin posts! I hope that gets rectified soon with another update! PLEASE FIX! would be nice to have that ""pin posts"" feature....🙄 Other than that, this app works just fine for me, just would like to have that extra feature! I'd like to see other pages from my fan page, such as, bring back the news feed feature! Make it, where I can post to other fan pages from my page, or comment on their posts!",0.022
"Everything worked perfect up until a few months ago: notifications aren't coming through no matter what I try,I'm getting ""cant connect"" errors sometimes when opening messages,& running a bit slow. Not sure if I'm getting all of my messages actually - one of my clients had to go around & contact me another way & I haven't seen any of the messages she claimed to have sent,plus she mentioned her fb app isnt working so well either. Agian,this hasn't just come up,been having issues for some time now",0.022
I'm fairly new to the business Suite app. I'm not sure of how it really works but I've been learning it and I must say that it's definitely possible for that it could help. I will be doing a revised review on the app shortly in the coming months. I'll definitely let y'all know if it works out for me. or if it's helpful.,0.021
"I like the app, the convenience of all my business info in one spot. I really like the fact I can schedule my posts in my free time. Basically I think it works well.. However, lately I am unable to view any notifications in the app. This is a MAJOR ISSUE for a business. I cannot see who shares my posts or page mentions.. I have done everything I have been told to fix this issue and nothing has worked. Any suggestions to fix these issues are very much appreciated!",0.021
"I had contacted Tech Support last week to resolve the issues of; • not being able to load the app,. • put correct time for appointments. • see OR reply to messages. • input & update our daily posts. We've yet to hear back from anyone & it's apparent we Re not the only ones. I understand things happen but this is how we eat & pay our bills. Pretty please with cherries on top fix the app. We need it to work.",0.019
"I love this app! It needs to be availablei on windows as well, please!! I had all the same issues as most reviewers here, then i sat down and clicked all the options until I realized all my issues were user error. It may not be the simplest thing to understand at first but with a little patience and a free afternoon I learned how it works. There needs to be a white list tho... People who don't need to keep getting the same instant reply over and over. Happy user for 5plus years.",0.019
"It is a pretty good app for managing your social media. It does lack some simple features. For example, customers, or page viewers, are prompted to send FAQs, but there is not the simple feature of having automatic answers for those questions. The page manager has to choose a saved reply to those questions, instead of the app just sending a paired answer to the question. Example: a prompted question, such as, ""What are your hours today?"" should be simply paired with a saved answer. Am I right???",0.018
"I use the app for my business. I keeps the red dot notification, even after I've read the message and it doesn't notify me until much later that I've gotten messages. This also affects my ""responsiveness"" on Facebook. I do my best to steer customers to my phone for this reason. It would be great if the place where I pay for advertising, would let me know when I have customers contact me. Just a thought.",0.018
Notifications not working... I can't respond if I don't get them and that's my way of knowing if people want to see more or less of something... Also it's hard to tag someone who would like to be... I have followers and can't tag them... THIS NEEDS TO BE FIXED!!! This is people's way of living and making money...8/31/20>>> still can't get notifications and still can't tag or even thank anyone on my list for the purchase they have made...,0.017
"I love this app when it's working. I have different business pages, and when I switch from one to the other it freezes up, and I am not able to access any of the pages. I have had to uninstall the app multiple times, and can't seem to get back on the app. Not receiving the text message with the code. Please help if you can. thanks",0.016
"works well. gives you the ability to do things as well as track things about your pages, that Facebook doesn't give the option for. my only issue is that there are thing you can do from Facebook that you cant do from this app, which means alot of bouncing back and forth to get some things done, which means wating time, which means some inefficiencies. still a great app and very necessary when you are serious about your page, or pages.",0.015
So far I enjoy it and only gave it 3 stars because I think it asks you to rate the app way too early. I've had it installed less than an hour and you want me to rate my experience? Just think about that 🤔 Why not set an in app timer hidden by code and ask after they use it for a day or two but only in app or two. Realistically they would get the message in about a week or twos worth of IRL time and that would be a way better rating scale. So I'll review this in 2 wk's time. Sorry.,0.014
I like using this for posting on my Facebook and Instagram business accounts. Provides an easy way to look at everything you need all in one app. I would highly recommend this to anyone who wants to run their business on social media.,0.0
"Just used it for the first time seconds ago, seems easy enough really impressive. Would give 5 stars if I had used the App for long. Good job",0.0
"I'm happy with it, does what I need it too",0.0
very nice i really like this app,0.0
Very helpful by prompting me through notification if ever someone is inquiring and makes me reply quickly👍...but one thing I observed that notification remains unremoved despite messages had been opened or messages appear on other sites while it's not yet visible not until few attempts to reopen & message(s) displays.,0.0
If you can make us able to edit photo album name (rename the photo album like page manager before) it would be better. 🙏🏻🙏🏻🙏🏻,0.0
very good app..i love it.,0.0
Its not working at my end.,0.0
the app is good for advertising businesses,0.0
Business Suite helps me keep my online business organized.,0.0
Good but need more to improve,0.0
There should be an option to edit the stories with better features such as that if Instagram,0.0
My messages won't show up sometimes.,0.0
"Great app, just a little slow to update messages.",0.0
I dont see this useful but I rate 4 star,0.0
Bawak baju momentum kemenangan BN,0.0
Namaste latest updates information by Ashok Hindocha Rajkot Most welcome sir,0.0
"So far so good only that you have to check on the notification updates, some notification shows as available but can't be seen",0.0
"The app is good, but why can't I delete a sent messages",0.0
"it's good, ties your FB/IG together.",0.0
I'm really liking it so far.,0.0
it real good and it cool very nice l love it,0.0
A good Application for me & Others,0.0
"Very user friendly, easy to makes stories or posts, but best of all, so much easier to access the messages.",0.0
Love being able to easily publish cross platform. Easily able to see how many people I reached. I believe this will take my business to the next level.,0.0
"This app has some pretty cool features. Joining multiple accounts, scheduling posts, getting all comments in one place, etc. Definitely recommend.",0.0
B Xzibit wi I have been trying to get a hold of my husband QA to get ajan,0.0
"All my clients are happy with this hall!!!! price is reasonable, food is always fresh and taste good, bartendes are wonderful!!!!",0.0
It's a very handy tool and does the features I can't do on the Facebook ap from my phone. It has a calendar and organizes everything for me with my clients. I love it.,0.0
I want Facebook business rate this apple 🍎,0.0
"Facebook Business innovative. it enabled posts, email, & ads for your business page to be coordinated on the same page. Puts pictures & videos at your fingertips for stories. Highly recommended for your business page. Check It Out and look for more business apps in the future from FACEBOOK BUSINESS.",0.0
Dream Puppys is a unique boutique with cute and unique clothing for our furbabies. Everything from Sock and Sweaters that match to Unique dresses.,0.0
I LOVE how the business suite suggest the most popular times to post based on activity which takes the guess work out of it for me!,0.0
"I never use fedbook, I have a proxy personal business account and this was the best thing they could have done for those who run business on IG.. I've literally been using it since the creation of it..I'm monetized so this works perfectly. I haven't had fedbook app in 5 years..",0.0
I like how Facebook and Instagram are both intergraded on the platform.,0.0
Great and Easy to use,0.0
I Can't tag people and page in my page post.... How to tag tell me.,0.0
user friendly to small business,0.0
very good app iam ejoyenging,0.0
it takes some getting used to... but it's cool enough. preferred the old layout.,0.0
I have 2 pages in my suite and I've disabled one page's push notifications. But it keeps coming as notifications. I've gone on settings and checked several times. Restarted phone and reinstalled. But issue persists.,0.0
Love the business suite app. Just wish I could schedule a post and share it to my other groups at the same time. It said I would have to remove other groups if I wanted to post in the future😥 So guess what I did....I left it open and went to bed and posted it in the morning. BUT... that doesn't work for 3 days out. It would really clean up mind clutter trying to remember to go share scheduled posts 😎,0.0
Thanks for creating and let us using this. It suits to work online.,0.0
"Very useful, but messages take a very long time to update. Sometimes the notification will come through, but it will be 20 min before I can actually view the message.",0.0
It's a very good experience with Facebook.,0.0
I like it and it's fairly functional. Would be even better if it would ding like all the rest of my apps where people are trying to get in touch.,0.0
better way to use this,0.0
it's too slow. keeps crashing. you upload the pictures and instead of posting them it crashes and you have to upload them pictures again.,0.0
"Never had a problem with it. Except now I have 5 pages instead of 2 because I took it's suggestions, now i don't have a private page. Hope to remedy that soon. Good app for getting organized when you get your Ducks in a row. 👍",0.0
I can't post on my Instagram account with business site,0.0
"I like that I am able to schedule both facebook and Instagram posts at the same time. I can easily schedule for the week or month without worry. My only issue is though, when doing ads for my business, I can't see where it's running on Instagram.",0.0
"notifications are weeks old fir new messages, and doesn't give you up to date message or comments",0.0
Absolute trash It's like FB decided to remove every single piece of information useful for pages management and updated it with an apparently functional app.,0.0
A great app for being able to view the hacker that got into your page that Facebook refuses to remove. Less functional than the mobile site and even less functional than the desktop.,0.0
It's OK but there are a few bugs to fix. It doesn't always notify when people message the page or comment on things. Some notifications you click on and it doesn't take you to the spot it should. It definitely is helpful though.,0.0
"I can't able to post a schedule, please fix it. And i will change my rate to 5stars please improve your app.",0.0
"Needs work, but is helpful. Update: Now the inclusion of nonremovable FB labels is complicating my process, especially with repeat clients.",0.0
Can only download one photo. Can't understand why I can only download one photo. I can't run my business and show product with one picture.,0.0
